employer,employer_rating,sector,industry,employer_founded,employer_revenue,location,min_salary,max_salary,rating_range,estimator_0,estimator_1,job_title_category_AI / ML Engineer,job_title_category_Data Analyst,job_title_category_Data Engineer,job_title_category_Data Scientist,job_title_category_Statistician,average_base_salary
787,3.7,7,41,1894.0,6,94,86000.0,122000.0,2,1,0,0,1,0,0,0,102483.0
524,3.7,24,77,1986.0,0,218,75000.0,108000.0,2,1,0,0,1,0,0,0,90056.0
173,4.4,10,68,2005.0,6,311,245000.0,307000.0,3,0,1,1,0,0,0,0,275750.0
739,3.8,10,18,2016.0,0,244,167000.0,251000.0,2,0,1,1,0,0,0,0,209000.0
1085,3.9,0,2,2006.0,0,99,97000.0,135000.0,2,1,0,0,0,0,1,0,114321.0
56,3.4,11,46,1931.0,9,73,38400.0,53760.0,2,0,1,0,0,0,1,0,46080.0
676,3.9,10,48,2004.0,9,222,191000.0,262000.0,2,0,1,0,0,0,1,0,226500.0
639,4.3,0,2,1968.0,7,151,92000.0,124000.0,3,1,0,0,0,1,0,0,106668.0
392,3.6,5,6,1913.0,5,77,83000.0,120000.0,2,1,0,0,0,0,1,0,99970.0
310,4.9,10,45,2003.0,0,151,106000.0,139000.0,3,1,0,0,0,0,1,0,121278.0
1167,4.1,10,18,1990.0,9,325,84000.0,118000.0,3,1,0,0,0,0,1,0,99700.0
405,3.3,24,77,1986.0,1,218,90000.0,126000.0,2,1,0,0,0,0,1,0,106552.0
813,3.7,5,6,1991.0,5,334,66000.0,104000.0,2,1,0,0,0,0,1,0,82980.0
1081,3.9,10,48,2009.0,9,369,158000.0,158000.0,2,0,1,1,0,0,0,0,158000.0
98,4.2,10,18,1976.0,9,18,116000.0,162000.0,3,1,0,0,0,0,1,0,137011.0
1135,4.1,10,45,1958.0,9,18,161000.0,210000.0,3,0,1,0,0,0,1,0,185500.0
294,3.4,10,18,2018.0,0,99,79000.0,124000.0,2,1,0,0,0,0,1,0,98913.0
499,3.7,13,12,1969.0,7,316,96000.0,163000.0,2,0,1,0,0,0,1,0,129298.0
899,4.1,10,18,1983.0,0,333,208000.0,332000.0,3,0,1,0,0,0,1,0,270000.0
558,4.7,10,45,2017.0,0,218,104000.0,145000.0,3,1,0,1,0,0,0,0,123065.0
386,4.4,21,81,2017.0,0,313,183000.0,251000.0,3,0,1,1,0,0,0,0,216750.0
1000,4.1,18,8,1781.0,9,192,106000.0,139000.0,3,1,0,0,0,0,0,1,121257.0
72,3.7,10,48,1994.0,9,18,112000.0,112000.0,2,0,1,0,0,0,1,0,111600.0
676,3.9,10,48,2004.0,9,253,134000.0,204000.0,2,0,1,0,0,1,0,0,169000.0
993,4.0,10,45,2006.0,3,263,119884.8,119884.8,2,0,1,0,0,0,1,0,119884.8
305,3.7,4,29,1903.0,9,100,93000.0,124000.0,2,1,0,0,0,0,1,0,107575.0
507,4.9,10,45,2013.0,3,361,140000.0,180000.0,3,0,1,0,0,0,1,0,160000.0
1043,3.7,24,77,1986.0,0,125,85000.0,118000.0,2,1,0,0,0,0,1,0,100304.0
533,4.3,24,77,1986.0,0,395,85000.0,103000.0,3,0,1,0,1,0,0,0,94060.0
712,3.8,6,71,1986.0,0,378,74000.0,115000.0,2,0,1,0,0,0,0,1,94457.0
79,4.2,5,32,1850.0,9,286,170000.0,255000.0,3,0,1,1,0,0,0,0,212500.0
176,3.9,14,76,1931.0,9,2,80000.0,112000.0,2,1,0,0,0,0,1,0,94837.0
288,3.5,10,48,2010.0,0,244,142000.0,142000.0,2,0,1,1,0,0,0,0,142000.0
936,4.0,10,30,2012.0,7,29,214000.0,328000.0,2,0,1,1,0,0,0,0,270875.0
1083,4.0,10,30,2005.0,0,29,162000.0,244000.0,2,0,1,0,0,0,1,0,202975.0
1048,3.4,10,48,2016.0,0,345,153000.0,332000.0,2,0,1,0,0,0,1,0,242500.0
68,3.7,10,48,1994.0,9,345,115000.0,115000.0,2,0,1,0,0,0,1,0,115000.0
98,4.2,10,18,1976.0,9,345,152000.0,268000.0,3,0,1,1,0,0,0,0,210300.0
354,3.5,24,77,1986.0,0,18,55603.2,106137.6,2,0,1,0,0,0,1,0,80870.4
341,4.0,10,48,2011.0,5,253,198000.0,374000.0,2,0,1,0,0,0,1,0,285750.0
220,4.2,10,18,1986.0,2,404,89000.0,126000.0,3,1,0,0,0,0,1,0,105408.0
116,3.3,24,77,1986.0,0,313,100000.0,110000.0,2,0,1,0,0,0,1,0,105000.0
1055,4.9,10,45,2021.0,2,20,74000.0,118000.0,3,1,0,0,0,0,1,0,93689.0
283,3.0,11,47,1987.0,6,297,79000.0,122000.0,1,0,1,0,0,0,1,0,100265.0
1008,4.5,24,77,1986.0,0,313,96000.0,96000.0,3,0,1,0,1,0,0,0,96000.0
843,4.0,10,18,1985.0,9,332,196000.0,294000.0,2,0,1,1,0,0,0,0,244500.0
49,5.0,24,77,1986.0,0,10,165000.0,165000.0,3,0,1,0,0,0,1,0,165000.0
863,3.9,24,77,1986.0,0,288,90000.0,100000.0,2,0,1,0,1,0,0,0,95000.0
426,3.9,10,45,1996.0,9,361,67000.0,99000.0,2,1,0,0,0,0,1,0,81586.0
692,3.7,10,30,2016.0,0,244,129000.0,257000.0,2,0,1,1,0,0,0,0,193000.0
883,4.1,10,45,1969.0,8,176,80000.0,112000.0,3,1,0,1,0,0,0,0,94715.0
783,4.1,4,29,1965.0,7,317,88000.0,128000.0,3,1,0,0,0,0,1,0,106306.0
797,3.6,10,45,2017.0,8,151,146000.0,234000.0,2,0,1,0,0,0,1,0,190000.0
35,4.1,10,18,1969.0,9,18,140000.0,179000.0,3,1,0,0,0,0,1,0,158338.0
721,3.8,11,47,2016.0,0,275,139000.0,178000.0,2,1,0,0,0,0,1,0,157194.0
196,3.1,7,41,1963.0,9,324,97000.0,202000.0,2,0,1,0,0,0,1,0,149618.0
680,4.3,10,18,1975.0,9,309,94000.0,183000.0,3,0,1,0,0,0,1,0,138450.0
699,4.6,10,18,1993.0,8,104,144000.0,270000.0,3,0,1,1,0,0,0,0,207125.0
1185,2.4,15,1,2000.0,0,253,170000.0,220000.0,1,0,1,1,0,0,0,0,195000.0
826,4.6,10,45,2009.0,4,395,121000.0,161000.0,3,1,0,0,0,0,1,0,139568.0
1172,4.2,3,16,1701.0,7,250,68000.0,107000.0,3,1,0,0,0,0,0,1,85379.0
803,3.9,10,48,2010.0,5,332,178000.0,233000.0,2,1,0,0,0,0,1,0,203483.0
539,3.3,24,77,1986.0,0,385,75000.0,120000.0,2,0,1,0,0,0,1,0,97500.0
1091,4.3,3,16,1871.0,0,117,56000.0,85000.0,3,1,0,0,0,0,1,0,69039.0
424,3.5,14,51,1911.0,7,99,116000.0,160000.0,2,1,0,0,0,0,1,0,136139.0
236,3.5,4,29,1980.0,0,158,75000.0,108000.0,2,1,0,0,0,0,1,0,90222.0
175,3.8,10,45,1986.0,0,395,82000.0,110000.0,2,1,0,0,1,0,0,0,94569.0
854,3.5,7,43,2022.0,0,68,94000.0,120000.0,2,0,1,0,0,0,1,0,107200.0
9,3.8,10,45,1990.0,4,138,70000.0,80000.0,2,0,1,0,0,0,1,0,75000.0
678,4.1,14,51,1889.0,9,140,93000.0,122000.0,3,1,0,0,0,0,1,0,106750.0
349,3.7,13,12,1999.0,6,144,110000.0,125000.0,2,0,1,0,0,0,1,0,117500.0
492,4.6,10,45,1986.0,0,304,94000.0,125000.0,3,1,0,0,0,0,1,0,108123.0
848,4.1,10,18,2006.0,0,253,150000.0,225000.0,3,0,1,1,0,0,0,0,187500.0
532,4.2,24,77,1986.0,0,13,110000.0,130000.0,3,0,1,0,0,0,1,0,120000.0
273,3.7,10,18,2014.0,0,385,156000.0,183000.0,2,0,1,1,0,0,0,0,169570.0
149,3.3,5,49,1995.0,5,99,112000.0,112000.0,2,0,1,0,1,0,0,0,112112.0
622,4.2,13,12,1961.0,5,218,107000.0,155000.0,3,1,0,0,0,0,1,0,128855.0
1160,3.3,20,65,1994.0,2,1,69000.0,103000.0,2,1,0,0,0,0,1,0,84724.0
529,3.7,9,70,1986.0,0,239,73000.0,116000.0,2,0,1,0,0,0,1,0,94596.0
247,3.6,5,6,1828.0,8,405,116000.0,156000.0,2,1,0,0,0,0,1,0,134169.0
843,4.0,10,18,1985.0,9,340,121000.0,181000.0,2,0,1,0,0,1,0,0,151000.0
73,3.7,10,48,1994.0,9,340,115000.0,115000.0,2,0,1,1,0,0,0,0,115000.0
1017,4.6,10,68,2020.0,0,285,85000.0,115000.0,3,0,1,0,0,0,1,0,100000.0
615,4.1,18,8,1876.0,9,165,81000.0,123000.0,3,1,0,0,0,0,1,0,99725.0
1204,4.0,10,45,2006.0,3,263,115200.0,119884.8,2,0,1,0,0,0,1,0,117542.4
929,3.9,10,45,1986.0,0,95,82560.0,90240.0,2,0,1,1,0,0,0,0,86400.0
317,4.2,23,3,1928.0,9,15,71000.0,109000.0,3,1,0,0,0,0,1,0,88102.0
1027,3.6,7,41,1865.0,9,37,86000.0,130000.0,2,1,0,0,0,0,1,0,105430.0
1194,3.2,15,10,1972.0,8,253,104000.0,130000.0,2,0,1,0,0,0,1,0,117000.0
268,4.8,10,45,1986.0,3,163,74000.0,102000.0,3,1,0,0,1,0,0,0,86551.0
498,4.1,10,45,1911.0,9,66,145000.0,219000.0,3,0,1,0,0,0,1,0,182000.0
1058,4.0,24,77,1986.0,0,332,144000.0,216000.0,2,1,0,1,0,0,0,0,175950.0
544,4.0,6,56,1986.0,0,218,113000.0,154000.0,2,1,0,0,0,0,1,0,131751.0
352,3.4,13,12,2000.0,5,18,100000.0,120000.0,2,0,1,0,0,0,1,0,110000.0
859,4.0,9,70,2019.0,2,377,160000.0,220000.0,2,0,1,1,0,0,0,0,190000.0
445,2.9,21,23,2013.0,0,385,148000.0,248000.0,1,0,1,0,0,0,1,0,197550.0
1069,3.1,6,56,1986.0,0,395,118000.0,153000.0,2,0,1,0,0,0,1,0,135658.0
451,4.1,21,81,1927.0,9,181,87000.0,114000.0,3,1,0,0,0,0,1,0,99810.0
790,4.6,24,77,1986.0,0,274,88000.0,120000.0,3,1,0,0,0,0,1,0,103085.0
169,4.2,13,12,1914.0,8,218,175000.0,325000.0,3,0,1,1,0,0,0,0,249950.0
403,3.7,24,77,1986.0,0,313,150000.0,300000.0,2,0,1,0,0,0,1,0,225000.0
718,4.0,5,0,1986.0,0,282,140160.0,145920.0,2,0,1,0,0,0,1,0,143040.0
610,3.8,24,77,1986.0,0,149,65875.20000000001,77510.4,2,0,1,0,0,0,1,0,71692.8
702,4.7,24,77,1986.0,0,395,89000.0,126000.0,3,1,0,0,0,0,1,0,105650.0
528,3.2,10,45,1981.0,9,307,93000.0,126000.0,2,1,0,0,0,0,1,0,108046.0
1019,3.6,14,76,2003.0,7,275,104000.0,348000.0,2,0,1,0,0,1,0,0,226000.0
196,3.1,7,41,1963.0,9,397,83000.0,175000.0,2,0,1,0,0,0,1,0,129008.0
96,3.7,14,21,2010.0,3,147,110000.0,132000.0,2,0,1,0,0,0,1,0,121000.0
61,4.1,10,45,2001.0,4,218,103000.0,140000.0,3,1,0,0,0,0,1,0,119947.0
98,4.2,10,18,1976.0,9,345,162000.0,285000.0,3,0,1,0,0,0,1,0,223300.0
713,3.6,10,30,2008.0,5,15,180000.0,225000.0,2,0,1,0,0,0,1,0,202500.0
711,4.2,10,48,1997.0,8,201,150000.0,215000.0,3,1,0,1,0,0,0,0,179365.0
50,3.7,24,77,1986.0,0,10,165000.0,165000.0,2,0,1,0,0,0,1,0,165000.0
500,3.8,18,8,1990.0,7,224,76000.0,114000.0,2,1,0,0,0,0,0,1,92929.0
988,4.5,0,2,1972.0,5,260,94000.0,133000.0,3,1,0,0,0,0,1,0,111939.0
1137,5.0,24,77,1986.0,0,66,82000.0,117000.0,3,1,0,0,0,0,1,0,98065.0
436,3.9,18,8,1987.0,9,130,166000.0,214000.0,2,0,1,0,0,0,0,1,189930.0
437,5.0,24,77,1986.0,0,332,120000.0,160000.0,3,0,1,0,1,0,0,0,140000.0
809,3.4,11,47,1982.0,3,412,80000.0,114000.0,2,1,0,0,0,0,1,0,95089.0
447,3.1,10,45,1986.0,0,17,110000.0,130000.0,2,0,1,0,0,0,1,0,120000.0
666,3.8,7,41,1906.0,0,158,69000.0,98000.0,2,1,0,0,0,0,1,0,82554.0
248,3.8,6,71,1986.0,0,385,157000.0,213000.0,2,0,1,1,0,0,0,0,185237.0
753,3.8,7,41,2011.0,0,313,162000.0,203000.0,2,0,1,1,0,0,0,0,182250.0
782,4.4,13,12,1986.0,0,395,101000.0,146000.0,3,1,0,0,0,0,1,0,121306.0
756,4.2,14,21,1986.0,0,238,78000.0,124000.0,3,1,0,0,0,0,1,0,98352.0
750,2.9,23,67,2003.0,7,68,82000.0,114000.0,1,1,0,0,0,0,1,0,96736.0
708,3.7,6,56,1962.0,0,125,80000.0,192000.0,2,0,1,0,0,0,1,0,135818.0
560,4.0,5,6,1799.0,9,73,55000.0,83000.0,2,1,0,0,0,0,1,0,67321.0
489,4.3,7,41,1919.0,0,158,76000.0,109000.0,3,1,0,0,0,0,1,0,91029.0
97,3.6,10,48,2012.0,0,275,167000.0,266000.0,2,0,1,0,0,0,1,0,216500.0
342,3.3,4,29,1987.0,0,313,103000.0,157000.0,2,0,1,0,0,0,1,0,129600.0
76,3.7,23,3,1926.0,9,94,96000.0,131000.0,2,1,0,0,0,0,1,0,111969.0
1185,2.4,15,1,2000.0,0,253,80000.0,130000.0,1,0,1,0,0,0,1,0,105000.0
197,3.4,15,1,1986.0,0,285,101000.0,147000.0,2,1,0,0,0,0,1,0,121844.0
520,4.2,10,48,2004.0,7,313,164000.0,238000.0,3,0,1,0,0,0,1,0,201000.0
1048,3.4,10,48,2016.0,0,333,137000.0,280000.0,2,0,1,1,0,0,0,0,208400.0
346,4.0,0,2,1969.0,5,114,76000.0,117000.0,2,1,0,0,0,0,1,0,93990.0
1122,3.4,5,32,2009.0,0,333,73000.0,176000.0,2,0,1,0,0,0,1,0,124350.0
1165,4.2,10,30,2005.0,7,291,137000.0,240000.0,3,0,1,0,0,0,1,0,188400.0
209,3.0,2,79,1984.0,0,137,140000.0,165000.0,1,0,1,0,0,1,0,0,152500.0
676,3.9,10,48,2004.0,9,369,170000.0,240000.0,2,0,1,0,0,0,1,0,205000.0
144,3.2,7,41,2006.0,0,271,80000.0,100000.0,2,0,1,0,1,0,0,0,90000.0
1168,3.2,24,77,1986.0,0,313,40000.0,130000.0,2,0,1,1,0,0,0,0,85000.0
1199,3.2,10,45,2018.0,0,253,150000.0,230000.0,2,0,1,1,0,0,0,0,190000.0
13,3.3,24,77,1986.0,0,313,134400.0,153600.0,2,0,1,0,0,0,1,0,144000.0
613,1.0,18,8,2014.0,0,169,75000.0,111000.0,0,1,0,0,1,0,0,0,91587.0
1047,3.3,21,57,1837.0,7,253,130000.0,183000.0,2,0,1,0,0,0,1,0,156313.0
852,4.0,10,45,1986.0,0,165,88000.0,130000.0,2,1,0,0,0,0,1,0,106755.0
316,4.0,13,12,1850.0,9,41,89000.0,125000.0,2,1,0,0,0,0,1,0,105428.0
126,3.2,5,6,2012.0,0,73,101000.0,148000.0,2,1,0,0,0,0,1,0,122087.0
786,4.1,5,32,2020.0,0,332,170000.0,225000.0,3,0,1,0,0,0,1,0,197500.0
918,3.0,5,32,2014.0,4,140,71000.0,107000.0,1,1,0,0,1,0,0,0,87274.0
293,4.2,10,30,2011.0,6,313,115000.0,175000.0,3,0,1,0,0,0,1,0,145000.0
980,3.5,10,18,1986.0,7,333,162000.0,254000.0,2,0,1,0,0,0,1,0,208050.0
736,3.9,5,49,1857.0,9,385,75000.0,75000.0,2,0,1,0,1,0,0,0,75180.0
958,4.0,24,77,1986.0,0,191,85000.0,140000.0,2,0,1,0,0,0,1,0,112500.0
1133,3.0,7,41,2014.0,4,313,165000.0,213000.0,1,0,1,0,0,0,1,0,189043.0
737,3.9,24,77,1986.0,0,56,144000.0,216000.0,2,0,1,0,0,0,1,0,180000.0
565,4.1,6,56,1984.0,5,258,63000.0,94000.0,3,0,1,0,0,0,1,0,78400.0
936,4.0,10,30,2012.0,7,29,240000.0,338000.0,2,0,1,0,0,0,1,0,289050.0
1146,3.4,21,36,1962.0,9,30,64000.0,95000.0,2,1,0,0,1,0,0,0,77712.0
234,4.0,20,65,1946.0,8,15,119000.0,155000.0,2,1,0,0,0,0,1,0,135770.0
1089,3.6,7,41,1863.0,0,347,72000.0,97000.0,2,1,0,0,0,0,1,0,83824.0
1152,4.0,21,57,2004.0,6,194,68000.0,108000.0,2,1,0,0,0,0,1,0,85574.0
243,4.0,10,30,2006.0,0,332,123000.0,231000.0,2,0,1,0,0,0,1,0,177000.0
260,3.9,24,77,1986.0,0,151,70000.0,90000.0,2,0,1,0,0,0,1,0,80000.0
179,3.4,13,53,1939.0,0,246,66000.0,93000.0,2,1,0,0,0,0,1,0,78353.0
822,4.0,24,77,1986.0,0,332,137000.0,202000.0,2,0,1,1,0,0,0,0,169500.0
426,3.9,10,45,1996.0,9,218,103000.0,172000.0,2,1,0,0,0,0,1,0,133246.0
290,4.3,13,64,2007.0,0,268,166000.0,217000.0,3,1,0,0,0,0,1,0,189828.0
704,3.6,24,77,1986.0,0,313,110000.0,130000.0,2,0,1,0,0,0,1,0,120000.0
862,3.6,14,14,2017.0,0,60,124000.0,176000.0,2,1,0,0,0,0,1,0,147821.0
70,3.8,10,48,2006.0,9,345,136000.0,136000.0,2,0,1,0,0,0,1,0,136000.0
451,4.1,21,81,1927.0,9,181,88000.0,120000.0,3,1,0,0,0,0,1,0,103212.0
297,4.2,24,77,1986.0,0,94,86000.0,120000.0,3,1,0,0,0,0,1,0,101597.0
171,3.7,14,21,1964.0,7,131,103000.0,141000.0,2,1,0,1,0,0,0,0,120721.0
726,3.2,10,48,2010.0,0,332,153000.0,239000.0,2,1,0,0,0,0,1,0,191580.0
506,4.1,10,18,1968.0,9,286,123000.0,185000.0,3,0,1,0,0,0,1,0,154271.0
326,3.4,10,45,2012.0,0,351,93000.0,129000.0,2,1,0,0,0,0,1,0,109295.0
1153,3.9,3,16,1867.0,6,241,55000.0,87000.0,2,1,0,0,0,0,1,0,69295.0
1012,3.8,10,68,2009.0,3,313,153600.0,172800.0,2,0,1,0,0,0,1,0,163200.0
531,4.2,24,77,1986.0,0,13,110000.0,130000.0,3,0,1,0,0,0,1,0,120000.0
161,3.8,10,18,1986.0,0,313,120000.0,135000.0,2,0,1,0,0,0,1,0,127500.0
920,3.9,10,18,2018.0,0,333,260000.0,326000.0,2,0,1,1,0,0,0,0,293000.0
495,3.6,24,77,1986.0,0,313,100000.0,150000.0,2,0,1,0,0,0,1,0,125000.0
28,3.7,13,64,1965.0,6,322,70000.0,90000.0,2,0,1,0,0,0,1,0,80000.0
864,3.5,4,29,1998.0,8,286,82000.0,115000.0,2,1,0,0,0,0,1,0,96932.0
203,4.1,5,49,1931.0,7,200,117000.0,187000.0,3,0,1,0,0,0,1,0,152066.0
229,3.2,7,41,1986.0,0,253,144000.0,198000.0,2,0,1,0,0,0,1,0,171000.0
953,3.9,10,30,2003.0,7,79,159000.0,219000.0,2,0,1,1,0,0,0,0,189050.0
1168,4.2,24,77,1986.0,0,313,40000.0,130000.0,3,0,1,1,0,0,0,0,85000.0
968,4.9,10,45,2011.0,0,389,90000.0,125000.0,3,1,0,0,0,0,1,0,106389.0
515,4.1,13,64,1955.0,0,162,95000.0,95000.0,3,0,1,0,0,0,1,0,95004.0
1156,3.2,3,16,1986.0,1,353,80000.0,80000.0,2,0,1,0,0,0,1,0,79560.0
1014,3.4,14,76,1999.0,7,400,71000.0,100000.0,2,1,0,0,0,0,1,0,84574.0
150,4.7,10,45,2008.0,0,10,90000.0,127000.0,3,1,0,0,0,0,1,0,106615.0
957,4.2,3,16,1874.0,5,265,68000.0,98000.0,3,1,0,0,0,0,1,0,81599.0
139,3.9,13,12,1901.0,6,385,90000.0,124000.0,2,0,1,1,0,0,0,0,106930.0
1045,3.2,21,25,2009.0,0,344,210000.0,240000.0,2,0,1,1,0,0,0,0,225000.0
575,3.8,13,12,1987.0,7,218,96000.0,128000.0,2,1,0,0,0,1,0,0,111186.0
486,4.0,10,18,1885.0,9,15,106000.0,138000.0,2,1,0,0,0,0,1,0,121016.0
531,3.1,24,77,1986.0,0,13,110000.0,130000.0,2,0,1,0,0,0,1,0,120000.0
1115,3.4,7,41,1893.0,6,210,93000.0,117000.0,2,0,1,0,0,0,1,0,105100.0
466,4.0,13,12,1986.0,2,179,106000.0,189000.0,2,1,0,0,0,0,1,0,141912.0
527,4.0,10,45,1982.0,0,310,67200.0,74880.0,2,0,1,0,0,0,1,0,71040.0
1180,4.0,24,77,1986.0,0,283,76800.0,82560.0,2,0,1,0,0,0,1,0,79680.0
701,3.4,24,77,1986.0,0,210,59000.0,90000.0,2,0,1,0,0,0,1,0,74197.0
486,4.0,10,18,1885.0,9,176,89000.0,114000.0,2,1,0,0,0,0,1,0,100811.0
740,4.8,24,77,1986.0,0,340,113000.0,159000.0,3,1,0,0,0,0,1,0,134033.0
1107,4.6,1,69,1986.0,0,207,65000.0,65000.0,3,0,1,0,0,0,1,0,65000.0
506,4.1,10,18,1968.0,9,340,225000.0,360000.0,3,0,1,0,0,0,1,0,292380.0
400,3.8,10,45,2011.0,1,73,87000.0,122000.0,2,1,0,0,0,0,1,0,103020.0
482,4.1,10,18,1939.0,0,359,84000.0,126000.0,3,1,0,0,0,0,1,0,102849.0
245,3.8,5,49,1812.0,9,249,141000.0,141000.0,2,0,1,0,0,0,1,0,141477.0
428,3.9,14,76,1908.0,9,293,73000.0,92000.0,2,1,0,1,0,0,0,0,82292.0
530,4.6,10,45,1986.0,0,318,84000.0,122000.0,3,1,0,0,0,0,1,0,101083.0
609,3.9,10,18,1984.0,9,242,109000.0,157000.0,2,1,0,1,0,0,0,0,130979.0
1067,3.7,24,77,1986.0,0,285,119000.0,166000.0,2,1,0,0,0,0,1,0,140441.0
72,3.7,10,48,1994.0,9,345,112000.0,112000.0,2,0,1,0,0,0,1,0,111600.0
42,3.4,24,77,1986.0,1,68,103000.0,124000.0,2,0,1,0,0,0,1,0,113505.0
560,4.0,5,6,1799.0,9,290,81000.0,120000.0,2,1,0,0,0,0,1,0,98495.0
557,3.6,10,18,2013.0,2,313,130000.0,140000.0,2,0,1,0,0,0,1,0,135000.0
1038,4.1,11,47,1853.0,9,144,108000.0,178000.0,3,0,1,0,0,0,1,0,142550.0
450,2.9,24,77,1986.0,0,313,50000.0,100000.0,1,0,1,0,0,0,1,0,75000.0
282,4.2,6,56,2006.0,5,395,108000.0,151000.0,3,1,0,0,0,0,1,0,127503.0
141,3.8,10,45,2011.0,3,168,80000.0,110000.0,2,0,1,0,0,0,1,0,95000.0
1126,3.5,10,68,2016.0,0,336,120000.0,200000.0,2,0,1,0,0,0,1,0,160000.0
8,3.8,13,12,1979.0,2,314,82000.0,126000.0,2,1,0,0,0,0,1,0,101743.0
794,3.9,15,61,2013.0,0,253,125000.0,250000.0,2,0,1,0,0,0,1,0,187500.0
761,3.8,10,30,1977.0,9,345,117000.0,158000.0,2,1,0,0,0,0,1,0,136049.0
64,3.9,14,21,1919.0,9,318,86000.0,125000.0,2,0,1,0,0,0,1,0,105625.0
722,3.8,24,77,1986.0,0,386,45000.0,55000.0,2,0,1,0,0,0,1,0,50000.0
731,3.9,14,76,1986.0,8,132,101000.0,139000.0,2,1,0,0,0,0,1,0,118568.0
169,4.2,13,12,1914.0,8,260,93000.0,212000.0,3,0,1,0,0,0,1,0,152650.0
1055,4.9,10,45,2021.0,2,300,70000.0,100000.0,3,0,1,1,0,0,0,0,85000.0
1099,3.3,7,41,1984.0,7,262,107000.0,154000.0,2,1,0,0,0,0,1,0,128550.0
1112,3.8,24,77,1986.0,0,385,175000.0,242000.0,2,0,1,1,0,0,0,0,208450.0
572,4.0,3,16,1876.0,7,19,55000.0,97000.0,2,0,1,0,0,0,1,0,75900.0
966,2.8,7,41,1986.0,0,236,64780.8,64780.8,1,0,1,0,0,0,1,0,64780.8
812,3.8,14,28,1986.0,2,160,67000.0,103000.0,2,1,0,0,0,0,1,0,82799.0
1125,3.8,22,74,2000.0,9,25,117000.0,177000.0,2,1,0,0,0,0,1,0,143896.0
721,3.8,11,47,2016.0,0,275,128000.0,175000.0,2,1,0,0,0,0,1,0,149823.0
285,3.7,14,28,1851.0,9,374,102000.0,145000.0,2,1,0,0,0,0,1,0,121754.0
618,3.4,20,65,1959.0,0,100,78000.0,113000.0,2,1,0,0,0,0,1,0,94082.0
314,3.7,21,57,1980.0,0,253,140000.0,160000.0,2,0,1,0,0,0,1,0,150000.0
800,4.5,24,77,1986.0,0,313,115000.0,115000.0,3,0,1,0,1,0,0,0,115000.0
539,4.1,24,77,1986.0,0,385,75000.0,120000.0,3,0,1,0,0,0,1,0,97500.0
1186,4.0,18,8,1963.0,7,148,85000.0,119000.0,2,1,0,0,0,0,1,0,100853.0
689,3.5,3,16,1900.0,4,19,73000.0,114000.0,2,1,0,0,0,0,0,1,91369.0
30,5.0,10,45,2022.0,3,316,82000.0,123000.0,3,1,0,0,0,0,1,0,100654.0
1005,3.1,5,6,1986.0,0,188,108000.0,144000.0,2,1,0,0,0,1,0,0,124917.0
260,3.0,24,77,1986.0,0,151,70000.0,90000.0,1,0,1,0,0,0,1,0,80000.0
496,4.0,24,77,1986.0,0,380,50000.0,80000.0,2,0,1,0,1,0,0,0,65000.0
749,3.9,10,48,2004.0,9,309,177000.0,251000.0,2,0,1,0,0,0,1,0,214000.0
238,3.5,7,41,1970.0,6,254,107000.0,145000.0,2,1,0,0,0,0,1,0,124584.0
86,3.5,14,33,1852.0,9,325,141000.0,227000.0,2,0,1,0,0,0,1,0,184050.0
1030,5.0,24,77,1986.0,0,329,70000.0,100000.0,3,0,1,0,0,0,1,0,85000.0
608,3.4,5,6,1996.0,5,68,200000.0,215000.0,2,0,1,0,0,0,1,0,207500.0
260,4.7,24,77,1986.0,0,151,70000.0,90000.0,3,0,1,0,0,0,1,0,80000.0
1026,3.8,13,12,1984.0,3,322,89000.0,129000.0,2,1,0,0,0,0,1,0,107008.0
965,3.9,6,71,1967.0,0,326,58656.0,86438.40000000001,2,0,1,0,0,0,1,0,72556.79999999999
448,5.0,24,77,1986.0,0,13,105000.0,143000.0,3,1,0,0,0,0,1,0,122295.0
806,4.1,10,30,2012.0,0,332,226000.0,319000.0,3,0,1,1,0,0,0,0,272520.0
883,4.1,10,45,1969.0,8,269,77000.0,114000.0,3,1,0,1,0,0,0,0,93957.0
316,4.0,13,12,1850.0,9,182,77000.0,106000.0,2,1,0,0,0,0,1,0,90004.0
158,3.3,10,68,2001.0,6,291,160000.0,247000.0,2,0,1,1,0,0,0,0,203300.0
72,3.7,10,48,1994.0,9,29,127000.0,127000.0,2,0,1,0,0,0,1,0,127300.0
68,3.7,10,48,1994.0,9,345,136000.0,136000.0,2,0,1,0,0,0,1,0,136000.0
82,3.9,10,30,2000.0,0,253,170000.0,220000.0,2,0,1,0,0,0,1,0,195000.0
465,3.7,24,77,1986.0,0,73,85000.0,117000.0,2,1,0,0,0,0,1,0,100130.0
501,3.1,10,48,2010.0,0,218,107000.0,141000.0,2,0,1,0,1,0,0,0,123962.0
346,4.0,0,2,1969.0,5,114,98000.0,151000.0,2,1,0,0,0,0,1,0,121486.0
1100,4.3,3,16,1817.0,8,9,63000.0,87000.0,3,1,0,0,0,0,0,1,74004.0
272,3.4,18,8,2018.0,0,292,90000.0,142000.0,2,1,0,0,0,0,1,0,113315.0
68,3.7,10,48,1994.0,9,99,103000.0,103000.0,2,0,1,1,0,0,0,0,103400.0
471,4.2,24,77,1986.0,0,94,100000.0,135000.0,3,0,1,0,0,0,1,0,117251.0
